,Station,Latitude,Longitude,Zone,Postcode,Places to visit nearby,Fun fact
20,Arnos Grove,51.6162299245514,-0.134270217721849,4,N11 1AN,<to_complete>,<to_complete>
21,Arsenal,51.5585412055997,-0.105499932961186,2,N5 1LP,<to_complete>,<to_complete>
22,Avenue Road,51.4067979043154,-0.0494469369736634,3,BR3 4NJ,<to_complete>,<to_complete>
23,Baker Street,51.5231293660588,-0.156904192986185,1,NW1 5LA,<to_complete>,<to_complete>
24,Balham,51.443182314397,-0.152685161993261,3,SW12 9SG,<to_complete>,<to_complete>
25,Bank,51.5133469191418,-0.0890001234943747,1,EC3V 3LA,<to_complete>,<to_complete>
26,Banstead,51.3292927759057,-0.213132333541225,6,SM7 1RB,<to_complete>,<to_complete>
27,Barbican,51.5202151261078,-0.0977215780905023,1,EC1A 4JA,<to_complete>,<to_complete>
28,Barking,51.5395212483974,0.0808316104030654,4,IG11 8TU,<to_complete>,<to_complete>
29,Barkingside,51.5858507614628,0.0884766401059263,4,IG6 1NB,<to_complete>,<to_complete>
30,Barnehurst,51.46478055332631,0.160948023946885,6,DA7 6HQ,<to_complete>,<to_complete>
31,Barnes,51.4671273786909,-0.242033058624954,3,SW13 0LW,<to_complete>,<to_complete>
32,Barnes Bridge,51.4722276417547,-0.252362613331169,3,SW13 0NR,<to_complete>,<to_complete>
33,Barons Court,51.490228334902,-0.213430142417892,2,W14 9DP,<to_complete>,<to_complete>
34,Battersea Park,51.4773180830314,-0.148123760392711,2,SW8 4NB,<to_complete>,<to_complete>
35,Battersea Power Station,51.4794963437573,-0.142001351364678,1,SW11 8AL,<to_complete>,<to_complete>
36,Bayswater,51.5121109831796,-0.187901571878205,1,W2 4QH,<to_complete>,<to_complete>
37,Beckenham Hill,51.4246260335641,-0.0164957619689127,4,SE6 3NU,<to_complete>,<to_complete>
38,Beckenham Junction,51.4109416018847,-0.0257017391145475,4,BR3 1HY,<to_complete>,<to_complete>
39,Beckenham Road,51.4095296798614,-0.043391921968959,3,BR3 4RR,<to_complete>,<to_complete>
40,Beckton,51.5143767330068,0.0615252971597842,3,E6 5NT,<to_complete>,<to_complete>
41,Beckton Park,51.5089008861867,0.0548219390453979,3,E6 5NE,<to_complete>,<to_complete>
42,Becontree,51.539585619744,0.126880292693594,5,RM9 4TP,<to_complete>,<to_complete>
43,Beddington Lane,51.3892396514698,-0.142138433190548,3,CR0 4TF,<to_complete>,<to_complete>
44,Belgrave Walk,51.400961356342705,-0.17849647220509,3,CR4 4NY,<to_complete>,<to_complete>
45,Bellingham,51.4338648626461,-0.0204117702937992,3,SE6 3BT,<to_complete>,<to_complete>
46,Belmont,51.344119599942,-0.199489250872962,5,SM2 6BH,<to_complete>,<to_complete>
47,Belsize Park,51.5501906117819,-0.163974491025519,2,NW3 2AL,<to_complete>,<to_complete>
48,Belvedere,51.4919592548785,0.152033793292314,5,DA17 6JW,<to_complete>,<to_complete>
49,Bermondsey,51.4979606775063,-0.0643300898115236,2,SE16 4RX,<to_complete>,<to_complete>
50,Berrylands,51.3987679490215,-0.280321472884522,5,KT5 8LT,<to_complete>,<to_complete>
51,Bethnal Green,51.527191653122095,-0.055392111450162,2,E2 0ET,<to_complete>,<to_complete>
52,Bethnal Green Rail,51.5242826437105,-0.0600137423991465,2,E2 6JL,<to_complete>,<to_complete>
53,Bexley,51.4408147761368,0.148203914272993,6,DA5 1AQ,<to_complete>,<to_complete>
54,Bexleyheath,51.4635501788196,0.133362966072476,5,DA7 4AA,<to_complete>,<to_complete>
55,Bickley,51.400379644488496,0.0443040316998265,5,BR1 2EB,<to_complete>,<to_complete>
56,Birkbeck,51.4038630046597,-0.0562862355401811,4,BR3 4TA,<to_complete>,<to_complete>
57,Blackfriars,51.511586761695,-0.102995384624505,1,EC4V 4DD,<to_complete>,<to_complete>
58,Blackheath,51.4654080272294,0.0083365947125195,3,SE3 9LE,<to_complete>,<to_complete>
59,Blackhorse Lane,51.3847460703676,-0.0705339476144647,3,CR0 6NL,<to_complete>,<to_complete>
60,Blackhorse Road,51.5857765648463,-0.0396257114650528,3,E17 6JJ,<to_complete>,<to_complete>
61,Blackwall,51.507831531335,-0.0072351658776662,2,E14 9QB,<to_complete>,<to_complete>
62,Bond Street,51.5137972823274,-0.149613608531646,1,W1C 2HU,<to_complete>,<to_complete>
63,Borough,51.5010487177222,-0.0941973226385839,1,SE1 1JX,<to_complete>,<to_complete>
64,Boston Manor,51.4957650058481,-0.324747182622381,4,TW8 9LQ,<to_complete>,<to_complete>
65,Bounds Green,51.6070317206175,-0.124177064734796,3,N11 2EU,<to_complete>,<to_complete>
66,Bow Church,51.5276151727271,-0.0204998991771464,2,E3 3AA,<to_complete>,<to_complete>
67,Bow Road,51.5270417695097,-0.0243595906326814,2,E3 4DH,<to_complete>,<to_complete>
68,Bowes Park,51.6072493212509,-0.11979221834416,3,N22 8NL,<to_complete>,<to_complete>
69,Brent Cross,51.5765988683931,-0.21333583786631,3,NW11 9UA,<to_complete>,<to_complete>
70,Brentford,51.4875358024268,-0.309622531111568,4,TW8 9LF,<to_complete>,<to_complete>
71,Brentwood,51.6136108299031,0.299672821458218,7,CM14 4EW,<to_complete>,<to_complete>
72,Brimsdown,51.6552445662243,-0.0310922768910031,5,EN3 7NA,<to_complete>,<to_complete>
73,Brixton,51.4627366169782,-0.114552096829228,2,SW9 8HE,<to_complete>,<to_complete>
74,Brockley,51.464749603367,-0.0377482504677788,2,SE4 2RW,<to_complete>,<to_complete>
75,Bromley North,51.4089423420678,0.0172354519587102,4,BR1 3NN,<to_complete>,<to_complete>
76,Bromley South,51.4000013198264,0.0173595804973149,5,BR1 1LX,<to_complete>,<to_complete>
77,Bromley-by-Bow,51.524840183700896,-0.0116823743530454,2,E3 3BT,<to_complete>,<to_complete>
78,Brondesbury,51.5452620328123,-0.202838483342792,2,NW6 7QL,<to_complete>,<to_complete>
79,Brondesbury Park,51.5403250236685,-0.210473944108078,2,NW6 6RP,<to_complete>,<to_complete>
80,Broxbourne,51.7470155527298,-0.0110240837822528,9,EN10 7AW,<to_complete>,<to_complete>
81,Bruce Grove,51.5940111336342,-0.0703989893622801,3,N17 8AD,<to_complete>,<to_complete>
82,Buckhurst Hill,51.6265767400473,0.0467125414287692,5,IG9 5ET,<to_complete>,<to_complete>
83,Burnham,51.5235039896775,-0.646388208335045,9,SL1 6JT,<to_complete>,<to_complete>
84,Burnt Oak,51.6025514817376,-0.264330708200811,4,HA8 0LA,<to_complete>,<to_complete>
85,Bush Hill Park,51.641481848544494,-0.069280412226131,5,EN1 1BA,<to_complete>,<to_complete>
86,Bushey,51.6455435325774,-0.384721532726082,8,WD19 4ST,<to_complete>,<to_complete>
87,Caledonian Road,51.5478852498281,-0.118360861064695,2,N7 9BA,<to_complete>,<to_complete>
88,Caledonian Road and Barnsbury,51.5432843893817,-0.115204855948814,2,N1 0SL,<to_complete>,<to_complete>
89,Cambridge Heath,51.5320596731624,-0.0572032006374023,2,E2 7NA,<to_complete>,<to_complete>
90,Camden Road,51.5418510088565,-0.139203111401044,2,NW1 9LQ,<to_complete>,<to_complete>
91,Camden Town,51.5399691216041,-0.142452379876489,2,NW1 8NH,<to_complete>,<to_complete>
92,Canada Water,51.498168331250895,-0.0508071208490972,2,SE16 7BB,<to_complete>,<to_complete>
93,Canary Wharf,51.5035783751289,-0.0194668401393244,2,E14 4QS,<to_complete>,<to_complete>
94,Canning Town,51.5138703035051,0.0083056327487644,3,E16 1DQ,<to_complete>,<to_complete>
95,Cannon Street,51.5113619437019,-0.0902505264150348,1,EC4N 6AP,<to_complete>,<to_complete>
96,Canonbury,51.5481882362124,-0.0925741953281791,2,N1 2PG,<to_complete>,<to_complete>
97,Canons Park,51.6076500902854,-0.294391591494146,5,HA8 6RN,<to_complete>,<to_complete>
98,Carpenders Park,51.6281860887584,-0.385829315127033,7,WD19 7DT,<to_complete>,<to_complete>
99,Carshalton,51.3684260954417,-0.166398326395598,5,SM5 2HT,<to_complete>,<to_complete>
100,Carshalton Beeches,51.357386565323104,-0.169496324469362,5,SM5 3LG,<to_complete>,<to_complete>
101,Castle Bar Park,51.5229731248863,-0.331504069938095,4,W7 1AY,<to_complete>,<to_complete>
102,Caterham,51.282162696229,-0.0786072982130978,6,CR3 6LB,<to_complete>,<to_complete>
103,Catford,51.444264871170304,-0.0265384985567016,3,SE6 4XT,<to_complete>,<to_complete>
104,Catford Bridge,51.44469458702,-0.0248218759100757,3,SE6 4RE,<to_complete>,<to_complete>
105,Centrale,51.3757673000302,-0.103888103221632,3,CR0 1XT,<to_complete>,<to_complete>
106,Chadwell Heath,51.5680470919696,0.12890111256818,5,RM6 4BE,<to_complete>,<to_complete>
107,Chafford Hundred,51.485554969647104,0.287475705548031,7,RM16 6QQ,<to_complete>,<to_complete>
108,Chalfont and Latimer,51.6679065638921,-0.561067758943182,8,HP7 9PR,<to_complete>,<to_complete>
109,Chalk Farm,51.5441488373466,-0.15373306950608,2,NW3 2BP,<to_complete>,<to_complete>
110,Chancery Lane,51.5184938358199,-0.111962026762417,1,WC1V 6DR,<to_complete>,<to_complete>
111,Charing Cross,51.5083584281862,-0.124802937233044,1,WC2N 5HS,<to_complete>,<to_complete>
112,Charlton,51.4868350415972,0.030941644861415,3,SE7 7AB,<to_complete>,<to_complete>
113,Cheam,51.3554598941858,-0.214211280927971,5,SM3 8RZ,<to_complete>,<to_complete>
114,Chelsfield,51.3562647640171,0.108984120416923,6,BR6 6EU,<to_complete>,<to_complete>
115,Chesham,51.7053790233013,-0.611429635297931,9,HP5 1DH,<to_complete>,<to_complete>
116,Cheshunt,51.7028732783418,-0.0238874154296613,8,EN8 9AQ,<to_complete>,<to_complete>
117,Chessington North,51.3642429522672,-0.300476123597851,6,KT9 2RT,<to_complete>,<to_complete>
118,Chessington South,51.3567040295492,-0.307089015193887,6,KT9 2DD,<to_complete>,<to_complete>
119,Chigwell,51.6178579997418,0.0761792153523028,4,IG7 6NT,<to_complete>,<to_complete>
120,Chingford,51.6332533918814,0.0095143255308797,5,E4 6AL,<to_complete>,<to_complete>
121,Chipstead,51.3092747067641,-0.169445867834642,6,CR5 3TD,<to_complete>,<to_complete>
122,Chislehurst,51.4055985053297,0.057491821647749,5,BR7 5NN,<to_complete>,<to_complete>
123,Chiswick,51.4807810596151,-0.267013317708247,3,W4 2QE,<to_complete>,<to_complete>
124,Chiswick Park,51.49437027794271,-0.267736917992298,3,W4 5NE,<to_complete>,<to_complete>
125,Chorleywood,51.6542650809277,-0.518333910857157,7,WD3 5ND,<to_complete>,<to_complete>
126,Church Street,51.3737063933963,-0.104346828268119,3,CR0 1RN,<to_complete>,<to_complete>
127,City Thameslink,51.5139349006601,-0.103618448552803,1,EC4M 7JH,<to_complete>,<to_complete>
128,Clapham Common,51.4618034458079,-0.138314901387923,2,SW4 7AJ,<to_complete>,<to_complete>
129,Clapham High Street,51.4654692992225,-0.132464501562701,2,SW4 6DQ,<to_complete>,<to_complete>
130,Clapham Junction,51.4643665077894,-0.170315000544166,2,SW11 2QP,<to_complete>,<to_complete>
131,Clapham North,51.4649160047291,-0.129910061914643,2,SW4 7TS,<to_complete>,<to_complete>
132,Clapham South,51.452676249205,-0.147984068330292,2,SW12 9DU,<to_complete>,<to_complete>
133,Clapton,51.5615689964249,-0.0574894582650098,2,E5 9JP,<to_complete>,<to_complete>
134,Clock House,51.4085404968969,-0.0407020924973615,4,BR3 4PR,<to_complete>,<to_complete>
135,Cockfosters,51.6520242362042,-0.149916709772051,5,EN4 0DZ,<to_complete>,<to_complete>
136,Colindale,51.5952301089407,-0.250287540071135,4,NW9 5HR,<to_complete>,<to_complete>
137,Colliers Wood,51.4187588995297,-0.177415098049605,3,SW19 2HR,<to_complete>,<to_complete>
138,Coombe Lane,51.3597892144862,-0.059531571121806,3,CR0 5RF,<to_complete>,<to_complete>
139,Coulsdon South,51.3158007205295,-0.137903089182717,6,CR5 3EA,<to_complete>,<to_complete>
140,Coulsdon Town,51.3224527354539,-0.134347056240208,6,CR5 2JA,<to_complete>,<to_complete>
141,Covent Garden,51.5127600335322,-0.124506893736966,1,WC2E 9JT,<to_complete>,<to_complete>
142,Crayford,51.4485470522551,0.178502718160404,6,DA1 3PY,<to_complete>,<to_complete>
143,Crews Hill,51.6844744388102,-0.106844100099287,6,EN2 8AY,<to_complete>,<to_complete>
144,Cricklewood,51.558422323062,-0.212547931476767,3,NW2 1HL,<to_complete>,<to_complete>
145,Crofton Park,51.4551792350413,-0.0365465817645417,3,SE4 2RA,<to_complete>,<to_complete>
146,Crossharbour and London Arena,51.4958399574051,-0.0149328130902497,2,E14 8AD,<to_complete>,<to_complete>
147,Crouch Hill,51.5713269083676,-0.117133284097602,3,N4 4AU,<to_complete>,<to_complete>
148,Croxley,51.6470045601112,-0.441603786877926,7,WD3 3DY,<to_complete>,<to_complete>
149,Crystal Palace,51.4181702351678,-0.0726072324587528,3,SE19 2AZ,<to_complete>,<to_complete>
150,Custom House,51.5096221016304,0.0257725103052806,3,E16 3BX,<to_complete>,<to_complete>
151,Cutty Sark for Maritime Greenwich,51.4819444532296,-0.0105818667236087,2,SE10 9SW,<to_complete>,<to_complete>
152,Cyprus,51.508526688501,0.0638407560748753,3,E6 5PH,<to_complete>,<to_complete>
153,Dagenham Dock,51.5262874370821,0.145031015288525,5,RM9 6RA,<to_complete>,<to_complete>
154,Dagenham East,51.5441876132896,0.165833433309167,5,RM10 8AA,<to_complete>,<to_complete>
155,Dagenham Heathway,51.5412120355014,0.147679721474003,5,RM9 5AN,<to_complete>,<to_complete>
156,Dalston Junction,51.5460935954785,-0.0749942044988175,2,E8 3DL,<to_complete>,<to_complete>
157,Dalston Kingsland,51.5486676960656,-0.0762269216179968,2,E8 2JS,<to_complete>,<to_complete>
158,Debden,51.6454921415259,0.0838014752563246,6,IG10 3TG,<to_complete>,<to_complete>
159,Denmark Hill,51.46820049292511,-0.090987869102917,2,SE5 8BB,<to_complete>,<to_complete>
160,Deptford,51.4788900433176,-0.0261963195339123,2,SE8 3NU,<to_complete>,<to_complete>
161,Deptford Bridge,51.4744767383948,-0.0220524287742926,2,SE10 8BU,<to_complete>,<to_complete>
162,Devons Road,51.522258440743,-0.0180077541751607,2,E3 3QX,<to_complete>,<to_complete>
163,Dollis Hill,51.5518502022743,-0.238797758364758,3,NW10 5NB,<to_complete>,<to_complete>
164,Drayton Green,51.5160041380154,-0.3296112533787,4,W13 0JX,<to_complete>,<to_complete>
165,Drayton Park,51.5530781363832,-0.105770199103468,2,N5 1NT,<to_complete>,<to_complete>
166,Dundonald Road,51.4173978091245,-0.20752711020077,3,SW19 3QJ,<to_complete>,<to_complete>
167,Ealing Broadway,51.5148614827794,-0.302010376133626,3,W5 2NU,<to_complete>,<to_complete>
168,Ealing Common,51.5102481879337,-0.287151413105322,3,W5 3LD,<to_complete>,<to_complete>
169,Earls Court,51.4913563561976,-0.194313807095143,1,SW5 9QA,<to_complete>,<to_complete>
170,Earlsfield,51.44223850305,-0.187272686543178,3,SW18 4SW,<to_complete>,<to_complete>
171,East Acton,51.5162630104536,-0.248112221281314,2,W12 0BP,<to_complete>,<to_complete>
172,East Croydon,51.3757159539063,-0.0918634955366216,5,CR0 1LF,<to_complete>,<to_complete>
173,East Dulwich,51.4616254536404,-0.0804365711324548,2,SE22 8EF,<to_complete>,<to_complete>
174,East Finchley,51.5873322776344,-0.16474388444672,3,N2 0NW,<to_complete>,<to_complete>
175,East Ham,51.5392462519437,0.0515162934805762,3,E6 2JA,<to_complete>,<to_complete>
176,East India,51.5086840050616,-0.0023703315489933,2,E14 9PS,<to_complete>,<to_complete>
177,East Putney,51.4588794403538,-0.210998231595942,2,SW15 6SN,<to_complete>,<to_complete>
178,Eastcote,51.5765511761409,-0.396823290149802,5,HA5 1QZ,<to_complete>,<to_complete>
179,Eden Park,51.390796061855,-0.0266697155140848,5,BR3 3HQ,<to_complete>,<to_complete>
180,Edgware,51.6142291745151,-0.275093662061706,5,HA8 7AW,<to_complete>,<to_complete>
181,Edgware Road,51.5206450845361,-0.17053954989974,1,W2 1DY,<to_complete>,<to_complete>
182,Edgware Road,51.5199977710934,-0.167668252651179,1,NW1 5DH,<to_complete>,<to_complete>
183,Edmonton Green,51.6251156043645,-0.0616390192351294,4,N9 9DX,<to_complete>,<to_complete>
184,Elephant and Castle,51.4958492200292,-0.100738714256282,1,SE1 6LW,<to_complete>,<to_complete>
185,Elm Park,51.5491249099079,0.197252684283427,6,RM12 4RW,<to_complete>,<to_complete>
186,Elmers End,51.3982910301625,-0.0494638321399584,4,BR3 4EJ,<to_complete>,<to_complete>
187,Elmstead Woods,51.4170807066345,0.0442293428430611,4,BR7 5EW,<to_complete>,<to_complete>
188,Elstree and Borehamwood,51.6528751208461,-0.279828614916371,6,WD6 3LS,<to_complete>,<to_complete>
189,Eltham,51.4556623092267,0.0523293078984464,4,SE9 6UB,<to_complete>,<to_complete>
190,Elverson Road,51.468372165038495,-0.016816376196184,2,SE8 4LA,<to_complete>,<to_complete>
191,Embankment,51.5073122969468,-0.12236733566212,1,WC2N 6NS,<to_complete>,<to_complete>
192,Emerson Park,51.5691152721953,0.220222937199811,6,RM11 2JR,<to_complete>,<to_complete>
193,Enfield Chase,51.6527219654472,-0.0907042050119525,5,EN2 7AA,<to_complete>,<to_complete>
194,Enfield Lock,51.6708460782566,-0.0283910700615031,6,EN3 6BW,<to_complete>,<to_complete>
195,Enfield Town,51.6519699451537,-0.0793299217281958,5,EN1 1YB,<to_complete>,<to_complete>
196,Epping,51.693686354978,0.113825553514212,6,CM16 4HW,<to_complete>,<to_complete>
197,Epsom Downs,51.3236590493812,-0.238970223459662,6,KT17 4JX,<to_complete>,<to_complete>
198,Erith,51.4816479632343,0.174261291026815,6,DA8 1TY,<to_complete>,<to_complete>
199,Essex Road,51.5406331556661,-0.0963655253611019,2,N1 2SU,<to_complete>,<to_complete>
200,Euston,51.528664114832,-0.133296470819151,1,NW1 2DU,<to_complete>,<to_complete>
201,Euston Square,51.528664114832,-0.133296470819151,1,NW1 2BN,<to_complete>,<to_complete>
202,Ewell East,51.3452434826631,-0.241502997980425,6,KT17 1QR,<to_complete>,<to_complete>
203,Ewell West,51.3499907230587,-0.257089129197642,6,KT17 1TU,<to_complete>,<to_complete>
204,Fairlop,51.5961096941749,0.0905932799159299,4,IG6 3HD,<to_complete>,<to_complete>
205,Falconwood,51.45908592772,0.0785096933805763,4,SE9 2RN,<to_complete>,<to_complete>
206,Farringdon,51.5201955191978,-0.104843061316764,1,EC1M 6BY,<to_complete>,<to_complete>
207,Feltham,51.4478785038871,-0.409824471157644,6,TW13 4BY,<to_complete>,<to_complete>
208,Fenchurch Street,51.5115665798508,-0.0785541524539052,1,EC3M 4AJ,<to_complete>,<to_complete>
209,Fieldway,51.3513169697067,-0.0245032653332691,3,CR0 0QA,<to_complete>,<to_complete>
210,Finchley Central,51.6009029368564,-0.193220634711658,4,N3 2RY,<to_complete>,<to_complete>
211,Finchley Road,51.5470959064344,-0.180050558632494,2,NW6 3BS,<to_complete>,<to_complete>
212,Finchley Road and Frognal,51.5501192001129,-0.183651200694972,2,NW3 5HT,<to_complete>,<to_complete>
213,Finsbury Park,51.5646352748414,-0.105881485528902,2,N4 3JU,<to_complete>,<to_complete>
214,Forest Gate,51.5493161610842,0.0241890915432563,3,E7 0QH,<to_complete>,<to_complete>
215,Forest Hill,51.4393082276003,-0.0533285042533909,3,SE23 3HD,<to_complete>,<to_complete>
216,Fulham Broadway,51.4802605857463,-0.195544161527897,2,SW6 1BY,<to_complete>,<to_complete>
217,Fulwell,51.43394199520569,-0.349438517646736,6,TW2 5NY,<to_complete>,<to_complete>
218,Gallions Reach,51.5090342602489,0.0717753947300296,3,E6 6FZ,<to_complete>,<to_complete>
219,Gants Hill,51.5765530629417,0.0660840980631794,4,IG2 6UD,<to_complete>,<to_complete>
220,George Street,51.3739658975768,-0.098718104657481,3,CRO 1LA,<to_complete>,<to_complete>
221,Gidea Park,51.5818660866497,0.205976983126467,6,RM2 6BX,<to_complete>,<to_complete>
222,Gipsy Hill,51.4244693878982,-0.0838351671131961,3,SE19 1PL,<to_complete>,<to_complete>
223,Gloucester Road,51.4944992596252,-0.183543557571591,1,SW7 4SF,<to_complete>,<to_complete>
224,Golders Green,51.5722152168504,-0.194834556938263,3,NW11 7RN,<to_complete>,<to_complete>
225,Goldhawk Road,51.5020765966368,-0.227404003248823,2,W12 8EG,<to_complete>,<to_complete>
226,Goodge Street,51.5206128912698,-0.134807689114727,1,W1T 2HF,<to_complete>,<to_complete>
227,Goodmayes,51.5661811680319,0.11172965502875,4,IG3 9UH,<to_complete>,<to_complete>
228,Gordon Hill,51.663502085545,-0.0944732992729422,5,EN2 0QU,<to_complete>,<to_complete>
229,Gospel Oak,51.5554050480654,-0.151301031245207,2,NW5 1LT,<to_complete>,<to_complete>
230,Grange Hill,51.6134805793354,0.0922725301686921,4,IG7 5QB,<to_complete>,<to_complete>
231,Grange Park,51.6426229206485,-0.0973144232582473,5,N21 1RE,<to_complete>,<to_complete>
232,Gravel Hill,51.3545431872964,-0.0431216986501781,3,CR0 5BJ,<to_complete>,<to_complete>
233,Great Portland Street,51.5237885627179,-0.14396142408109,1,W1W 5PP,<to_complete>,<to_complete>
234,Green Park,51.5067602537146,-0.142477574422533,1,W1J 7BX,<to_complete>,<to_complete>
235,Greenford,51.5419795070146,-0.345878733131022,4,UB6 8PR,<to_complete>,<to_complete>
236,Greenwich,51.4775476425343,-0.0148630836027375,2,SE10 8JQ,<to_complete>,<to_complete>
237,Grove Park,51.4304326833948,0.0225985021902339,4,SE12 0PW,<to_complete>,<to_complete>
238,Gunnersbury,51.4918629632299,-0.27516413141625,3,W4 5RP,<to_complete>,<to_complete>
239,Hackbridge,51.3778606498357,-0.153879196850358,4,SM6 7BJ,<to_complete>,<to_complete>
240,Hackney Central,51.5472573565926,-0.055589511802495,2,E8 1LL,<to_complete>,<to_complete>
241,Hackney Downs,51.5490779892583,-0.0601851048568028,2,E8 1LA,<to_complete>,<to_complete>
242,Hackney Wick,51.5435583677806,-0.0252595027702909,2,E9 5ER,<to_complete>,<to_complete>
243,Hadley Wood,51.6684025848229,-0.176581187835387,6,EN4 0EJ,<to_complete>,<to_complete>
244,Haggerston,51.5386846090133,-0.0755952577608924,2,E8 4DY,<to_complete>,<to_complete>
245,Hainault,51.602845483752304,0.0941085508301525,4,IG6 3BD,<to_complete>,<to_complete>
246,Hammersmith,51.4918194135572,-0.222860925885304,2,W6 9YA,<to_complete>,<to_complete>
247,Hammersmith,51.4934829866877,-0.224640154500701,2,W6 0ED,<to_complete>,<to_complete>
248,Hampstead,51.5565423064487,-0.17801455810845,2,NW3 1QG,<to_complete>,<to_complete>
249,Hampstead Heath,51.555199657702,-0.164566181677573,3,NW3 2QD,<to_complete>,<to_complete>
250,Hampton,51.4158789449537,-0.372135245669055,6,TW12 2HU,<to_complete>,<to_complete>
251,Hampton Court,51.4022933180495,-0.342757145306569,6,KT8 9AE,<to_complete>,<to_complete>
252,Hampton Wick,51.4146395316062,-0.313103603949313,6,KT1 4DQ,<to_complete>,<to_complete>
253,Hanger Lane,51.5300715563412,-0.292996140557165,3,W5 1DL,<to_complete>,<to_complete>
254,Hanwell,51.512185406676,-0.338051877786331,4,W7 3EB,<to_complete>,<to_complete>
255,Harlesden,51.5362579086204,-0.257495670377017,3,NW10 8UT,<to_complete>,<to_complete>
256,Harold Wood,51.5932026039305,0.234204076658373,6,RM3 0BL,<to_complete>,<to_complete>
257,Harringay,51.5773577397801,-0.105208251912821,3,N4 1RW,<to_complete>,<to_complete>
258,Harringay Green Lanes,51.5771457347569,-0.0982173912207184,3,N4 2NU,<to_complete>,<to_complete>
259,Harrington Road,51.3997904749146,-0.0606999543468706,3,SE25 4NF,<to_complete>,<to_complete>
260,Harrow and Wealdstone,51.5925940880877,-0.334252678574127,5,HA3 7RF,<to_complete>,<to_complete>
261,Harrow-on-the-Hill,51.5793875695421,-0.337001510706096,5,HA1 1BB,<to_complete>,<to_complete>
262,Hatch End,51.609827902244895,-0.369178773032179,6,HA5 5LZ,<to_complete>,<to_complete>
263,Hatton Cross,51.466684612991,-0.423380552969979,5,TW6 3PF,<to_complete>,<to_complete>
264,Haydons Road,51.4254570111129,-0.188929357279552,3,SW19 8SL,<to_complete>,<to_complete>
265,Hayes,51.3757367261143,0.0101426524706988,5,BR2 7EN,<to_complete>,<to_complete>
266,Hayes and Harlington,51.5030483879841,-0.420641893287757,5,UB3 4BX,<to_complete>,<to_complete>
267,Headstone Lane,51.6024990445584,-0.356907506957421,5,HA2 6NB,<to_complete>,<to_complete>
268,Heathrow Terminal 4,51.4597796985324,-0.447729578266073,6,TW6 3AA,<to_complete>,<to_complete>
269,Heathrow Terminal 5,51.470024624464,-0.490647489124247,6,TW6 2GA,<to_complete>,<to_complete>
270,Heathrow Terminals 1 2 3,51.4712886619133,-0.45240721364932,6,TW6 1EB,<to_complete>,<to_complete>
271,Hendon,51.5800745951427,-0.238630517291968,3,NW4 4PT,<to_complete>,<to_complete>
272,Hendon Central,51.583132678162094,-0.226734137100088,3,NW4 3AS,<to_complete>,<to_complete>
273,Herne Hill,51.4539912042704,-0.102562907707251,2,SE24 0JW,<to_complete>,<to_complete>
274,Heron Quays,51.5033865355316,-0.0219535320363096,2,E14 4JH,<to_complete>,<to_complete>
275,High Barnet,51.6516879382668,-0.194165377979615,5,EN5 5RP,<to_complete>,<to_complete>
276,High Street Kensington,51.5007291341687,-0.191566055496419,1,W8 5SA,<to_complete>,<to_complete>
277,Highams Park,51.608355995963905,-0.0001352859195288,4,E4 9LA,<to_complete>,<to_complete>
